,encoding,dataset,features,model,dim_reduction,n_train,n_test,accuracies,roc_auc,encoding_skrub,dim_reduction_skrub,n_train_skrub,n_test_skrub,accuracies_skrub,roc_auc_skrub,gain,gain_percent
188,lm__gtr-t5-xl,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7851428571428573,0.8675028321842994,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.026136004463967355,3.1063744852863264
189,lm__gtr-t5-xxl,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7854285714285715,0.8618158321994639,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.020449004479131894,2.4304505247179873
190,lm__intfloat/e5-base,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7834285714285715,0.8606927439391278,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.019325916218795758,2.2969667429317333
191,lm__intfloat/e5-base-v2,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7905714285714287,0.8711278242817112,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.029760996561379205,3.537220101963858
192,lm__intfloat/e5-large,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7934285714285715,0.8646873393435962,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.023320511623264206,2.7717412732387734
193,lm__intfloat/e5-large-v2,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7991428571428572,0.8722768383352778,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.030910010614945804,3.673785273742716
194,lm__intfloat/e5-small,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7982857142857143,0.864951793966403,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.023584966246070982,2.8031728217731158
195,lm__intfloat/e5-small-v2,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7997142857142857,0.869663892517979,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.028297064797647042,3.3632256306464354
196,lm__intfloat/multilingual-e5-base,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7808571428571429,0.8618332106421702,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.020466382921838222,2.4325160260110934
197,lm__intfloat/multilingual-e5-large,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7891428571428571,0.8662180154347477,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.024851187714415746,2.9536685896863304
198,lm__intfloat/multilingual-e5-small,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7954285714285715,0.8647696170955824,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.02340278937525042,2.7815203314658663
199,lm__jinaai/jina-embedding-b-en-v1,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7817142857142858,0.8552778398692151,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.013911012148883128,1.6533825307297605
200,lm__jinaai/jina-embedding-l-en-v1,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7851428571428573,0.85823312916615,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.01686630144581802,2.0046311418667355
201,lm__jinaai/jina-embedding-s-en-v1,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.774,0.8543299301318843,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.012963102411552296,1.5407194560636037
202,lm__llmrails/ember-v1,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7877142857142857,0.8658354837187662,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.024468655998434174,2.9082030800681253
203,lm__msmarco-bert-co-condensor,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7931428571428573,0.867856402888173,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.026489575167841006,3.1483978563326565
204,lm__nthakur/contriever-base-msmarco,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7937142857142857,0.8660584440917264,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.024691616371394387,2.9347028618059343
205,lm__paraphrase-multilingual-MiniLM-L12-v2,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7737142857142858,0.8530025772254091,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.011635749505077064,1.3829579586116931
206,lm__paraphrase-multilingual-mpnet-base-v2,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7774285714285715,0.8515688576825211,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.010202029962189108,1.2125543373074643
207,lm__sentence-t5-base,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7751428571428571,0.8540124441260408,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.012645616405708826,1.5029849037395369
208,lm__sentence-t5-large,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7765714285714286,0.8535156641745774,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.01214883645424536,1.4439405089409585
209,lm__sentence-t5-xl,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7848571428571428,0.858215554986905,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.01684872726657305,2.002542376459548
210,lm__sentence-t5-xxl,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7791428571428572,0.8543717765377491,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.013004948817417095,1.5456930780898226
211,lm__thenlper/gte-base,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7965714285714286,0.8697000666914798,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.02833323897114781,3.3675250839061723
212,lm__thenlper/gte-large,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7991428571428572,0.8679221916205568,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.026555363900224838,3.1562171249579816
213,lm__thenlper/gte-small,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7897142857142858,0.8666409885350725,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.025274160814740543,3.0039407285904556
214,openai__,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7797142857142857,0.8600890965897053,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.018722268869373337,2.225220706656689
215,skrub__minhash_30,employee-remuneration-and-expenses-earning-over-75000,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,skrub__minhash_30,passthrough,1000.0,500.0,0.7700000000000001,0.841366827720332,0.0,0.0
216,fasttext__30,employee_salary,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.9091428571428571,0.9703569562749659,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0006156490834861028,-0.06340540197411902
217,hf__EleutherAI/pythia-1.4b,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9134285714285715,0.9682439033485889,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.002728702009863082,-0.2810277030272891
218,hf__EleutherAI/pythia-160m,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9091428571428571,0.9685145111310628,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.002458094227389185,-0.25315793811522985
219,hf__EleutherAI/pythia-1b,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9114285714285714,0.9694018895562262,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.001570715802225786,-0.16176726238799788
220,hf__EleutherAI/pythia-2.8b,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.916,0.9698366577187313,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0011359476397206913,-0.11699069916615576
221,hf__EleutherAI/pythia-410m,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9111428571428571,0.9702447365990172,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0007278687594347577,-0.07496285223886949
222,hf__EleutherAI/pythia-6.9b,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9094285714285715,0.9686012624796764,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0023713428787756063,-0.24422345859079952
223,hf__EleutherAI/pythia-70m,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9102857142857143,0.9687818012798586,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0021908040785934,-0.22562985469447158
224,hf__bert-base-cased,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9154285714285715,0.9693324681102806,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0016401372481713583,-0.16891694360067677
225,hf__bert-large-cased,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9134285714285715,0.9714105288197054,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.00043792346125337556,0.04510152591706831
226,hf__huggyllama/llama-7b,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9114285714285714,0.9705088059761083,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0004637993823436437,-0.047766474541516425
227,hf__meta-llama/Llama-2-7b-hf,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9131428571428571,0.9702025435845437,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0007700617739082594,-0.079308290435648
228,hf__microsoft/deberta-v3-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9117142857142858,0.9712571859107716,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0002845805523196132,0.0293088137347145
229,hf__microsoft/deberta-v3-large,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9097142857142858,0.9681729807990357,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0027996245594162916,-0.2883319821760327
230,hf__mistralai/Mistral-7B-v0.1,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9117142857142858,0.9708323363751099,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.00014026898334207338,-0.014446234895606614
231,hf__roberta-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9111428571428571,0.9719271831698562,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0009545778114041781,0.09831150808335921
232,hf__roberta-large,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9128571428571429,0.9706527937007513,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0003198116577006749,-0.03293724827412722
233,lm__BAAI/bge-large-en-v1.5,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9151428571428573,0.9719842241294865,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.001011618771034506,0.10418612898569354
234,lm__BAAI/bge-small-en-v1.5,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9157142857142857,0.972831820509257,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0018592151508050048,0.19147967105813887
235,lm__TaylorAI/bge-micro,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9154285714285715,0.9712437894987468,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0002711841402948112,0.027929123725864407
236,lm__TaylorAI/bge-micro-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9142857142857144,0.972234606308157,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0012620009497049667,0.12997286872363165
237,lm__TaylorAI/gte-tiny,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9131428571428571,0.9715450343745343,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0005724290160823431,0.058954188091745456
238,lm__all-MiniLM-L12-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9139999999999999,0.9695421519072684,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0014304534511835332,-0.1473217105497488
239,lm__all-MiniLM-L6-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9165714285714286,0.9712039675627675,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.00023136220431552168,0.023827881758838106
240,lm__all-distilroberta-v1,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9151428571428573,0.9714085844675714,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.00043597910911941096,0.04490127802920469
241,lm__gtr-t5-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9168571428571429,0.9737399454816588,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.002767340123206785,0.2850070236724312
242,lm__gtr-t5-xl,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9162857142857144,0.9708121529834568,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.00016045237499517917,-0.01652491266073828
243,lm__gtr-t5-xxl,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.916,0.9729569001347979,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.001984294776345874,0.20436156132472305
244,lm__intfloat/e5-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9171428571428571,0.9735521279752065,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.002579522616754537,0.2656637893303138
245,lm__intfloat/e5-base-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9148571428571428,0.9704063503562378,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0005662550022141888,-0.05831832938326263
246,lm__intfloat/e5-large,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9177142857142858,0.9732443281095217,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0022717227510696825,0.23396362971857843
247,lm__intfloat/e5-large-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9131428571428571,0.9732146003603239,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0022419950018719437,0.23090198317637098
248,lm__intfloat/e5-small,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9165714285714286,0.9722539348608967,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0012813295024447502,0.13196350704165585
249,lm__intfloat/e5-small-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9154285714285715,0.9734828416775164,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0025102363190644406,0.258528026971239
250,lm__intfloat/multilingual-e5-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9188571428571429,0.9728245956819583,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0018519903235063584,0.19073558958160955
251,lm__intfloat/multilingual-e5-large,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9168571428571429,0.9736351741662181,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0026625688077661636,0.2742166764615597
252,lm__intfloat/multilingual-e5-small,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9165714285714286,0.9740111381269466,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0030385327684946395,0.3129370233234243
253,lm__jinaai/jina-embedding-b-en-v1,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9194285714285714,0.9711932215652829,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.00022061620683089256,0.02272115666429622
254,lm__jinaai/jina-embedding-l-en-v1,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9171428571428571,0.9697504802328806,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.001222125125571405,-0.12586607684160517
255,lm__jinaai/jina-embedding-s-en-v1,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9208571428571428,0.9711613137878928,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.00018870842944085364,0.019434990070722802
256,lm__llmrails/ember-v1,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.918,0.9727619594426853,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0017893540842333078,0.1842847135293519
257,lm__msmarco-bert-co-condensor,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9154285714285715,0.9740734077112281,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0031008023527760997,0.31935013775505877
258,lm__nthakur/contriever-base-msmarco,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9137142857142857,0.9722707547063355,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.001298149347883526,0.13369577480554057
259,lm__paraphrase-multilingual-MiniLM-L12-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9122857142857143,0.9699284112340718,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0010441941243801711,-0.10754104890474105
260,lm__paraphrase-multilingual-mpnet-base-v2,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.916,0.9715691612651576,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0005965559067055981,0.06143900491254012
261,lm__sentence-t5-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9114285714285714,0.9698616994013349,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0011109059571170476,-0.11441166836081197
262,lm__sentence-t5-large,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9151428571428573,0.9693726248165814,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,-0.0015999805418706048,-0.16478122379981494
263,lm__sentence-t5-xl,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.914,0.9715119534060715,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.00053934804761957,0.055547195115814824
264,lm__sentence-t5-xxl,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9171428571428571,0.9719821910410346,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.001009585682582581,0.1039767421872705
265,lm__thenlper/gte-base,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9174285714285715,0.9717094095847186,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0007368042262666519,0.0758831116553126
266,lm__thenlper/gte-large,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9168571428571429,0.9728942901063234,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.001921684747871466,0.19791338470996733
267,lm__thenlper/gte-small,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9208571428571428,0.9728859572669754,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0019133519085233752,0.1970551896072317
268,openai__,employee_salary,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.9137142857142857,0.9721084989003064,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0011358935418543936,0.1169851276530153
269,skrub__minhash_30,employee_salary,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.912,0.970972605358452,skrub__minhash_30,passthrough,1000.0,500.0,0.912,0.970972605358452,0.0,0.0
270,fasttext__30,goodreads,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.6062857142857142,0.6636085715382096,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.023378669650723327,3.6516053970300004
271,hf__EleutherAI/pythia-1.4b,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6185714285714285,0.6778993737238105,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.037669471836324186,5.883741406839851
272,hf__EleutherAI/pythia-160m,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6177142857142857,0.674581257503043,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.03435135561555669,5.365471920990279
273,hf__EleutherAI/pythia-1b,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6082857142857143,0.6720572343806593,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.031827332493173044,4.971234926600846
274,hf__EleutherAI/pythia-2.8b,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6157142857142857,0.6775090270100499,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.037279125122563594,5.822771634479985
275,hf__EleutherAI/pythia-410m,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6088571428571428,0.6583709705610615,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.018141068673575234,2.8335241168981415
276,hf__EleutherAI/pythia-6.9b,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6205714285714287,0.6785739586010157,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.03834405671352936,5.989107444136205
277,hf__EleutherAI/pythia-70m,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.616,0.6733920559525653,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.03316215406507905,5.179725902728447
278,hf__bert-base-cased,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6131428571428571,0.6679174803510833,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.02768757846359704,4.324630633772373
279,hf__bert-large-cased,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6317142857142857,0.6918066352100402,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.05157673332255386,8.055970702164725
280,hf__huggyllama/llama-7b,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6242857142857143,0.6851150430632106,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.044885141175724286,7.010784882648667
281,hf__meta-llama/Llama-2-7b-hf,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.632,0.6933487932988596,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.05311889141137327,8.296846375773988
282,hf__microsoft/deberta-v3-base,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.5968571428571429,0.6461659755113193,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.0059360736238329714,0.9271784411088275
283,hf__microsoft/deberta-v3-large,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6,0.6426507719238675,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.0024208700363812508,0.37812511243917085
284,hf__mistralai/Mistral-7B-v0.1,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6174285714285714,0.6858598776105598,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.04562997572307348,7.127123489320008
285,hf__roberta-base,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6068571428571429,0.6616462666941502,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.021416364806663868,3.3451053666074424
286,hf__roberta-large,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.5985714285714285,0.6599438771050915,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.019713975217605206,3.0792025113924986
287,lm__BAAI/bge-large-en-v1.5,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6131428571428571,0.6662880482487884,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.026058146361302104,4.070123292348433
288,lm__BAAI/bge-small-en-v1.5,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6148571428571429,0.670265889833776,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.0300359879462897,4.691437850331491
289,lm__TaylorAI/bge-micro,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6128571428571429,0.6684137700256113,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.028183868138125012,4.402148049479581
290,lm__TaylorAI/bge-micro-v2,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6091428571428572,0.67335820323369,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.033128301346203703,5.174438314820487
291,lm__TaylorAI/gte-tiny,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6171428571428572,0.6734758601707991,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,0.03324595828331278,5.19281560972068
292,lm__all-MiniLM-L12-v2,goodreads,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.59,0.639856518629206,skrub__minhash_30,passthrough,1000.0,500.0,0.5922857142857143,0.6402299018874863,-0.00037338325828029095,-0.05832018423061864
